Dấu thời gian,Giới tính,Năm học hiện tại,Kinh nghiệm sử dụng công cụ số trong học tập ,Trường của bạn nằm ở vùng nào,Tôi hiểu rõ khái niệm và tầm quan trọng của chuyển đổi số trong học tập ngành ngôn ngữ.,Tôi nhận thấy chuyển đổi số mang lại nhiều lợi ích cho người học.,Tôi thấy rất dễ dàng để thực hiện chuyển đổi số trong học tập chuyên ngành của mình.,Nhà trường có chính sách rõ ràng để khuyến khích và thúc đẩy sinh viên thực hiện chuyển đổi số trong học tập,Nhà trường cung cấp đầy đủ tài liệu và chương trình đào tạo liên quan đến chuyển đổi số.,"Tôi có cơ hội tham gia các khóa học, các hội thảo về thực hiện chuyển đổi số trong học tập do trường tổ chức.",Giảng viên của tôi khi lên lớp có lồng ghép kiến thức về chuyển đổi số vào bài giảng.,"Giảng viên, bạn bè khuyến khích tôi ứng dụng công nghệ vào các hoạt động học tập.","Tôi có đủ thiết bị (máy tính, Internet…) và công cụ để ứng dụng công nghệ số trong học tập và công việc","Tôi được tiếp cận nền tảng, công cụ học trực tuyến (LMS, MOOCs, v.v.)",Tôi có thể sử dụng thành thạo các công cụ số  để ứng dụng trong học tập chuyên ngành của mình.,Tôi dễ dàng tiếp cận các công cụ số hỗ trợ cho công việc học tập.,Tôi sẵn sàng sử dụng công nghệ một cách thường xuyên trong học tập để thích ứng với chuyển đổi số.,Tôi thường xuyên cập nhật thông tin về xu hướng chuyển đổi số trong chuyên ngành của mình.,Tôi sẵn sàng học thêm kỹ năng số để nâng cao chất lượng học tập.,Tôi ủng hộ việc thực hiện chuyển đổi số trong dạy và học chuyên ngành ngôn ngữ.,Tôi sẵn sàng giới thiệu các công cụ số ứng dụng trong học tập cho các bạn học khác.,Tôi sẵn sàng chia sẻ kỹ năng số của mình cho các bạn học.
4/14/2025 4:28:09,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 10:03:56,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
4/14/2025 10:04:17,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,2,5,5,3,1,1,1,2,5,2,2,5,5,4,5,5,5,3
4/14/2025 10:04:25,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,3,3,3,4,4,5,5,3,5,5,4,5,5,3,4,5,5,5
4/14/2025 10:04:35,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,3,4,2,2,2,3,3,4,5,3,2,3,3,3,5,5,3,4
4/14/2025 10:04:48,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,4,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
4/14/2025 10:05:34,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,5,4,4,3,4,4,4,5,4,3,4,4,3,4,4,4,4
4/14/2025 10:06:30,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,2,5,3,3,3,3,3,4,5,3,3,4,4,3,4,5,5,4
4/14/2025 10:08:39,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,2,4,3,3,3,2,2,1,3,1,1,2,2,1,2,2,1
4/14/2025 10:41:19,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,3,4,1,4,4,5,2,3,3,4,4,4,5,5,5
4/14/2025 10:52:03,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2
4/14/2025 10:52:47,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 10:57:00,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,3,1,1,1,3,3,5,3,3,3,4,4,4,4,3,3
4/14/2025 10:57:50,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 10:57:54,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,3,3,3,3,3,3,5,2,3,3,3,3,3,5,5,5
4/14/2025 10:59:08,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,3,5,5,1,5,5,5,3,4,3,5,4,5,5,5,5
4/14/2025 11:00:03,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,4,5,5,5,5,3,4,4,5,5,5,5,5,5
4/14/2025 11:01:59,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,3,3,3,2,3,1,2,2,2,3,3,3,3,3,1,1,1,3
4/14/2025 11:04:17,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,3,4,4,4,5,5,3,3,4,4,4,5,5,5,5
4/14/2025 11:04:47,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,4,5,4,4,4,5,4,4,4,5,5,5,4,4,5
4/14/2025 11:06:54,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5
4/14/2025 11:16:02,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,3,5,3,5,5,5,5,5,5,3,3,3,5,3,5,4,5,5
4/14/2025 11:32:51,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,4,4,4,5,5,5,3,4,4,5,3,5,5,4,5
4/14/2025 11:35:44,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5
4/14/2025 11:41:45,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 11:43:25,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,5,2,2,3,4,3,2,4,2,2,3,4,3,5,5,4,5
4/14/2025 11:44:53,Nữ,Năm thứ tư,Dưới 1 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 11:47:36,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,1,1,1,4,4,4,4,4,3,4,3,4,3,4,5,5,5,5
4/14/2025 12:05:26,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:05:37,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,3,3,1,3,3,1,5,1,2,1,4,1,3,1,4,2
4/14/2025 12:05:41,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/14/2025 12:05:45,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4
4/14/2025 12:05:52,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,3,3,5,5,4,4,4,5,5,5,5,5,5
4/14/2025 12:06:24,Nam,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,1,1,1,1,1,5,1,3,5,5,5,5,5,5,5
4/14/2025 12:06:25,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:06:25,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/14/2025 12:06:34,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,2,5,4,3,2,5,3,2,4,1,3,2,3,3,4,4,4,2
4/14/2025 12:06:53,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,4,3,4,3,3,2,2,2,2,2,2,5,5,4,4
4/14/2025 12:06:56,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:06:58,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,5,5,2,2,2,2,2,5,4,2,2,4,4,5,5,5,5
4/14/2025 12:07:05,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,1,1,5,5,5,5,4,3,4,4,4,3,4,5,5,5,5
4/14/2025 12:07:05,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:07:17,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:07:19,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,3,3,5,4,3,3,5,5,5,4,5,5,5
4/14/2025 12:07:25,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:07:32,Nam,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,2,4,5,5,3,2,5,5,2,3,4,4,3,4
4/14/2025 12:07:48,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
4/14/2025 12:08:26,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,1,1,5,5,5,3,3,3,1,3,3,3,3,3,3,3,3
4/14/2025 12:08:27,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:08:37,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,5,5,4,4,3,5,5,3,5,5,5,5,5,5,5,5,5
4/14/2025 12:08:45,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,5,2,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3
4/14/2025 12:09:29,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:09:51,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5
4/14/2025 12:09:52,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,5,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,4
4/14/2025 12:10:13,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,4,3,4,4,3,5,3,4,3,3,3,4,5,5,5
4/14/2025 12:10:14,Nam,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/14/2025 12:10:18,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5
4/14/2025 12:10:28,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5
4/14/2025 12:11:22,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,5
4/14/2025 12:11:23,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3
4/14/2025 12:11:37,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/14/2025 12:12:08,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Trung,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3
4/14/2025 12:12:29,Nam,Năm thứ nhất,Dưới 1 năm,Miền Bắc,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:13:03,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,5,5
4/14/2025 12:14:05,Nam,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,4,4,5,5,5,5,3,3,4,3,5,4,5,5,5,5
4/14/2025 12:14:19,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,3,5,4,4,4,3,3,3,4,4,3,3,3,3,5,4
4/14/2025 12:14:35,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:15:41,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,5,3,5,5,5,3,4,5,4,5,4,4,5,5
4/14/2025 12:16:46,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,3,4,3,4,4,2,5,4,3,3,3,3,5,5,5,5,5,5
4/14/2025 12:17:31,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,4,4,5,4,3,3,4,4,5,5,5,5
4/14/2025 12:17:48,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/14/2025 12:19:46,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:24:40,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4
4/14/2025 12:24:54,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:24:56,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
4/14/2025 12:25:03,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,5,5,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5
4/14/2025 12:25:55,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5
4/14/2025 12:25:57,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,4,3,5,5,5,4,4,4,4,3,3,2,2,3,5,4,4
4/14/2025 12:26:44,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:27:56,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,4,3,3,3,3,3,4,2,2,2,3,3,3,4,4,3,4
4/14/2025 12:28:00,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,4,4,3,3,4,2,3,3,3,3,3,3,3,3,3
4/14/2025 12:28:02,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,3,4,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3
4/14/2025 12:28:25,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
4/14/2025 12:32:57,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:32:58,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/14/2025 12:35:34,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:37:16,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
4/14/2025 12:37:25,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,4,4,4,3,3,4,4,3,5,3,3,3,4,3,4,4,4,4
4/14/2025 12:39:38,Nữ,Năm thứ nhất,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,4,3,4,4,5,4,4,4,5,3,4,4,4,4,5,4,4,5
4/14/2025 12:47:48,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3
4/14/2025 12:49:06,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 12:55:10,Nữ,Năm thứ nhất,1 - 3 năm,Miền Bắc,4,5,4,5,5,4,4,5,4,4,5,4,5,5,5,5,5,4
4/14/2025 12:56:26,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:11:47,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,2,3,3,3,4,3,1,3,3,1,3,3,2,3,3,2,2,2
4/14/2025 13:11:54,Nữ,Năm thứ nhất,Dưới 1 năm,Miền Bắc,3,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,3,4
4/14/2025 13:24:13,Nam,Năm thứ ba,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:24:17,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,5,4,3,3,2,2,3,4,4,4,3,5,5,3,5,5,4,3
4/14/2025 13:24:17,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,4,5,5,5,5,5,4,4,5,3,4,4,4,4,5
4/14/2025 13:25:04,Nữ,Năm thứ ba,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,5,5,4,3,3,3,3,3,4,3,2,3,4,4,4,4,4,4
4/14/2025 13:25:05,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2
4/14/2025 13:25:08,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,3,5,5,5,3,4,5,5,5,5,5,5,5
4/14/2025 13:25:12,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4
4/14/2025 13:25:22,Nam,Năm thứ ba,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3
4/14/2025 13:25:34,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,3,4,2,3,5,5,2,3,4,5,5,5,5,5,5
4/14/2025 13:25:39,Nữ,Khác,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:25:40,Nữ,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Bắc,3,3,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5
4/14/2025 13:25:57,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4
4/14/2025 13:26:09,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4
4/14/2025 13:26:16,Nam,Năm thứ ba,Dưới 1 năm,Miền Bắc,1,1,4,4,3,3,2,2,1,3,2,1,4,3,3,2,4,3
4/14/2025 13:26:27,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
4/14/2025 13:26:35,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,3,4,3,3,4,2,2,2,5,4,3,2,4,4,4,3,4,4
4/14/2025 13:26:40,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,4,5,5,5,5,5,3,4,4,5,5,5,5,5,5
4/14/2025 13:26:48,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,1,5,1,3,3,5,2,5,5,3,3,3,3,3,3,3,3,3
4/14/2025 13:27:50,Nữ,Khác,Trên 3 năm,Miền Bắc,4,4,5,4,3,4,4,4,5,3,3,4,4,4,3,5,4,3
4/14/2025 13:28:09,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,1,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2
4/14/2025 13:28:51,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,5,2,3,4,3,4,5,4,4,3,4,4,4,4,4,4,4
4/14/2025 13:29:16,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,3,3,3,3,4,5,4,4,3,4,5,5,5,5,5,5
4/14/2025 13:29:16,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,3,4,3,3,2,3,3,3,5,3,3,3,4,3,3,3,3,5
4/14/2025 13:29:44,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,2,2,2,2,2,2,3,2,1,2,3,3,2,2,2,2,2,2
4/14/2025 13:31:16,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,2,3,2,3,2,3,3,3,4,3,3,3,3,2,4,2,3,3
4/14/2025 13:33:29,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,3,3,3,4,3,3,4,4,4,3,4,3,5,4,4,4,4,4
4/14/2025 13:33:29,Nữ,Năm thứ ba,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,3,2,5,5,4,4,3,5,4,3,4,4,5,5,3,4,4,5
4/14/2025 13:34:02,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:42:04,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,3,5,5,5,4,3,5,3,3,3,4,4,5,5,5,5
4/14/2025 13:42:06,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,3,4,5,3,2,4,5,5,5,5,3,4,4,5,5,5,5,5
4/14/2025 13:42:41,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:43:45,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,4,3,4,4,4,4,4,5,4,4,4,5,4,5,5,5,5
4/14/2025 13:44:39,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,3,2,5,4,5,5,5,5,5,4,4,5,5,5
4/14/2025 13:45:19,Nữ,Năm thứ nhất,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:46:50,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,5,4,5,3,3,5,5,5,3,5,5,5,5,5,5,5,5
4/14/2025 13:46:54,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,3,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5
4/14/2025 13:46:56,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,3,5,2,3,2,1,4,5,5,5,3,3,5,5,5,4,5,5
4/14/2025 13:46:56,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,4,4,5,3,5,5,5,3,5,5,5,4,4,5,5,5
4/14/2025 13:47:47,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,3,3,5,5,5,3,5,5,5,5,5,5,5,5
4/14/2025 13:48:19,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,3,2,3,3,3,3,2,2,3,5,2,2,5,4,2,1,1,1
4/14/2025 13:48:35,Nữ,"Năm thứ tư, Khác",Dưới 1 năm,Miền Bắc,1,2,1,3,3,2,5,5,5,5,3,5,5,5,5,5,5,5
4/14/2025 13:48:45,Nam,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,3,3,3,5,4,5,4,4,4,3,4,5,5,5,5
4/14/2025 13:48:58,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,3,3,1,5,4,4,3,3,4,5,4,5,5,5,5
4/14/2025 13:49:03,Nữ,Năm thứ tư,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,5,3,3,3,3,5,5,5,3,3,5,5,5,5,5,5,5
4/14/2025 13:49:40,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,4,3,4,5,3,4,5,4,4,4,5,5,3,4,4,4,5
4/14/2025 13:50:07,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,4,5,4,5,4,5,5,3,4,4,3,5,5,5,5
4/14/2025 13:51:38,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:51:48,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,4,3,3,3,3,3,3,3,1,3,3,4,4,4,4,4,4
4/14/2025 13:52:34,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,3,3,3,4,5,5,5,4,5,5,4,5,5,5,5
4/14/2025 13:52:43,Nữ,Năm thứ tư,"Dưới 1 năm, 1 - 3 năm",Miền Bắc,5,4,4,4,4,5,5,5,5,1,3,4,4,3,3,3,3,3
4/14/2025 13:52:48,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,3,3,2,3,5,5,5,5,5,4,5,5,5,5,4
4/14/2025 13:52:55,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,5,4,3,3,1,3,4,5,4,3,3,5,4,5,5,5,5
4/14/2025 13:53:02,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,3,2,4,3,5,1,3,4,5,4,4,4,4,4
4/14/2025 13:53:17,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:53:19,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3
4/14/2025 13:53:44,Nữ,Khác,1 - 3 năm,Miền Bắc,5,5,4,5,5,4,5,4,5,3,4,4,5,5,5,5,5,5
4/14/2025 13:53:48,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:54:11,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,4,4,3,3,5,5,2,4,5,5,3,5,5,5,5
4/14/2025 13:54:15,Nữ,Năm thứ tư,1 - 3 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:55:20,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:56:10,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/14/2025 13:56:33,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,5,5,3,4,3,3,4,5,5,5,5,4,4,3,5,5,5,5
4/14/2025 13:56:39,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,3,3,5,5,5,5,5,3,3,4,2,5,5,5,5,5,5
4/14/2025 13:57:08,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,5,4,5,4,4,5,5,4,3,3,3,5,4,5,5,5,5
4/14/2025 13:57:12,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5
4/14/2025 13:57:23,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,3,3,3,3,3,2,4,4,4,2,2,3,5,3,5,5,5,5
